4,3,ParHier Sum k=3,0.0152799,0.29305,0.0227864,0.259043
4,4,ParHier Cluster k=3,0.000675173,0.0598588,0.01234,0.990614
4,4,ParHier Sum k=3,0.00145006,0.160168,0.00988043,0.802286
4,5,ParHier Cluster k=3,5.08318e-05,0.0458873,0.00372279,4.76883
4,5,ParHier Sum k=3,0.000127194,0.0612297,0.00360415,4.07225
6,2,ParHier Cluster k=3,0.0733937,0.180916,0.038222,0.235574
6,2,ParHier Sum k=3,0.0866124,0.255952,0.0284392,0.317845
6,3,ParHier Cluster k=3,0.00747714,0.0478767,0.0126137,1.06495
6,3,ParHier Sum k=3,0.00484823,0.19742,0.00734939,0.957415
6,4,ParHier Cluster k=3,0.000239318,0.0272318,0.00263484,8.30914
6,4,ParHier Sum k=3,0.000230367,0.0883288,0.00219053,7.24498
6,5,ParHier Cluster k=3,6.61503e-06,0.0224372,0.000538424,34.2703
6,5,ParHier Sum k=3,9.49384e-06,0.0282282,0.000528764,31.2355
2,2,EEEL k=7,0,0.666667,0.25,0.01876
2,2,EEEL k=50,0,0.666667,0.25,0.027306
2,3,EEEL k=7,0.009375,0.59375,0.147727,0.042493
2,3,EEEL k=50,0.0214286,0.75,0.0909091,0.042477
2,4,EEEL k=7,0.0030746,0.3875,0.117788,0.070705
2,4,EEEL k=50,0.0193548,0.7,0.0576923,0.062846
2,5,EEEL k=7,0.00256066,0.421875,0.0608553,0.099519
2,5,EEEL k=50,0.00673093,0.536458,0.0487939,0.101055
4,2,EEEL k=7,0,0.3125,0.114583,0.148875
4,2,EEEL k=50,0,0.666667,0.0555556,0.153424
4,3,EEEL k=7,0.000325203,0.375,0.0308642,0.228917
4,3,EEEL k=50,0.000775906,0.5,0.0246914,0.312085
4,4,EEEL k=7,1.80093e-05,0.258594,0.0110328,1.82474
4,4,EEEL k=50,6.85331e-05,0.409375,0.00878906,1.78135
4,5,EEEL k=7,1.71672e-06,0.233561,0.00338384,18.1567
4,5,EEEL k=50,5.88117e-06,0.357585,0.00283627,17.362
6,2,EEEL k=7,0,0.425926,0.0430556,0.230933
6,2,EEEL k=50,0,0.527778,0.0354167,0.333016
6,3,EEEL k=7,3.59067e-05,0.303241,0.0109296,1.56275
6,3,EEEL k=50,6.95847e-05,0.484954,0.00807916,1.46035
6,4,EEEL k=7,9.7156e-07,0.221605,0.00251095,23.6038
6,4,EEEL k=50,2.71975e-06,0.390123,0.00196734,23.4017
6,5,EEEL k=7,1.66918e-08,0.152199,0.000545502,788.209
